"year","round","player","DM"
2012,"First","Juan Carlos Ferrero",0.864864864864865
2012,"First","Guillermo Garcia-Lopez",0.595744680851064
2012,"First","Dudi Sela",0.738095238095238
2012,"First","Marinko Matosevic",0.808510638297872
2012,"First","Danai Udomchoke",0.760869565217391
2012,"First","Karol Beck",0.674418604651163
2012,"First","Joao Souza",0.6
2012,"First","Stephane Robert",0.596153846153846
2012,"First","Jesse Levine",0.75
2012,"First","Ivan Dodig",0.654545454545455
2012,"First","Roberto Bautista-Agut",0.755102040816326
2012,"First","Denis Istomin",0.948717948717949
2012,"First","Gilles Muller",0.487179487179487
2012,"First","Fabio Fognini",0.787234042553192
2012,"First","Albert Montanes",0.975
2012,"First","Juan Monaco",0.738095238095238
2012,"First","Rik de Voest",0.921052631578947
2012,"First","Steve Darcis",1.15384615384615
2012,"First","James Ward",0.8
2012,"First","Adrian Mannarino",0.952380952380952
2012,"First","Greg Jones",0.666666666666667
2012,"First","Victor Hanescu",0.56140350877193
2012,"First","Kenny de Schepper",0.58695652173913
2012,"First","Fernando Verdasco",0.9
2012,"First","Jurgen Melzer",0.842105263157895
2012,"First","Jesse Huta Galung",0.975
2012,"First","Eric Prodon",0.878048780487805
2012,"First","Alexander Kudryavtsev",0.591836734693878
2012,"First","Albert Ramos",0.743589743589744
2012,"First","Bjorn Phau",0.43859649122807
2012,"First","Illya Marchenko",0.906976744186046
2012,"First","Frederik Nielsen",0.647058823529412
2012,"First","Benoit Paire",0.641509433962264
2012,"First","Benjamin Becker",0.604651162790698
2012,"First","Jeremy Chardy",1.02941176470588
2012,"First","Lukasz Kubot",0.875
2012,"First","Benjamin Mitchell",0.722222222222222
2012,"First","Jarkko Nieminen",0.788461538461538
2012,"First","Nikolay Davydenko",0.9
2012,"First","Leonardo Mayer",0.864864864864865
2012,"First","Ivan Ljubicic",0.735294117647059
2012,"First","Peter Gojowczyk",0.775510204081633
2012,"First","Denis Kudla",0.631578947368421
2012,"First","Alex Kuznetsov",0.403846153846154
2013,"Final","Andy Murray",0.848484848484849
2013,"semi","Roger Federer",0.743589743589744
2013,"semi","David Ferrer",0.254545454545455
2013,"quarter","Jeremy Chardy",0.679245283018868
2013,"quarter","Jo-Wilfried Tsonga",0.911764705882353
2013,"quarter","Tomas Berdych",0.613636363636364
2013,"quarter","Nicolas Almagro",0.853658536585366
2013,"Fourth","Milos Raonic",0.416666666666667
2013,"Fourth","Andreas Seppi",0.790697674418605
2013,"Fourth","Richard Gasquet",0.882352941176471
2013,"Fourth","Gilles Simon",0.576923076923077
2013,"Fourth","Kei Nishikori",0.690909090909091
2013,"Fourth","Kevin Anderson",0.785714285714286
2013,"Fourth","Janko Tipsarevic",0.481481481481481
2013,"Fourth","Stanislas Wawrinka",0.894736842105263
2013,"Third","Gael Monfils",1.09756097560976
2013,"Third","Bernard Tomic",0.625
2013,"Third","Philipp Kohlschreiber",0.625
2013,"Third","Marin Cilic",0.976190476190476
2013,"Third","Blaz Kavcic",0.528301886792453
2013,"Third","Ivan Dodig",0.69047619047619
2013,"Third","Juan Martin Del Potro",0.970588235294118
2013,"Third","Richard Berankis",0.829787234042553
2013,"Third","Jurgen Melzer",0.510204081632653
2013,"Third","Marcos Baghdatis",0.74468085106383
2013,"Third","Sam Querrey",0.90625
2013,"Third","Radek Stepanek",0.538461538461538
2013,"Third","Fernando Verdasco",0.861111111111111
2013,"Third","Evgeny Donskoy",0.627906976744186
2013,"Third","Julien Benneteau",0.941176470588235
2013,"Third","Jerzy Janowicz",0.645161290322581
2013,"Second","Yen-Hsun Lu",1.08571428571429
2013,"Second","Rajeev Ram",0.5
2013,"Second","Jarkko Nieminen",0.857142857142857
2013,"Second","James Duckworth",0.871794871794872
2013,"Second","Marcel Granollers",0.725
2013,"Second","Florian Mayer",0.489795918367347
2013,"Second","Lukas Rosol",0.547619047619048
2013,"Second","Daniel Brands",0.928571428571429
2013,"Second","Jesse Levine",0.875
2013,"Second","Joao Sousa",0.590909090909091
2013,"Second","Benjamin Becker",0.522727272727273
2013,"Second","Amir Weintraub",0.542857142857143
2013,"Second","Go Soeda",0.848484848484849
2013,"Second","Nikolay Davydenko",0.642857142857143
2013,"Second","Alejandro Falla",0.549019607843137
2013,"Second","Denis Istomin",0.903225806451613
2013,"Second","Carlos Berlocq",0.755555555555556
2013,"Second","Guillaume Rufin",0.613636363636364
2013,"Second","Tim Smyczek",0.711111111111111
2013,"Second","Edouard Roger-Vasselin",0.880952380952381
2013,"Second","Roberto Bautista-Agut",0.911764705882353
2013,"Second","Feliciano Lopez",0.674418604651163
2013,"Second","Tobias Kamke",0.880952380952381
2013,"Second","Tatsuma Ito",0.738095238095238
2013,"Second","Brian Baker",1.09375
2013,"Second","Mikhail Youzhny",0.810810810810811
2013,"Second","Somdev Devvarman",0.86046511627907
2013,"Second","Andrey Kuznetsov",0.682926829268293
2013,"Second","Ryan Harrison",0.274509803921569
2013,"Second","Lukas Lacko",1
2013,"Second","Xavier Malisse",0.618181818181818
2013,"Second","Daniel Gimeno-Traver",0.738095238095238
2013,"First","Benjamin Mitchell",0.944444444444444
2013,"First","Leonardo Mayer",0.452380952380952
2013,"First","Guido Pella",0.769230769230769
2013,"First","Tommy Robredo",1.13333333333333
2013,"First","Adrian Menendez-Maceiras",0.714285714285714
2013,"First","Adrian Mannarino",0.354166666666667
2013,"First","Martin Klizan",0.709677419354839
2013,"First","Marinko Matosevic",0.810810810810811
2013,"First","Alexandr Dolgopolov",0.763157894736842
2013,"First","Di Wu",0.928571428571429
2013,"First","Jamie Baker",0.743589743589744
2013,"First","Filippo Volandri",0.695652173913043
2013,"First","Michael Llodra",0.666666666666667
2013,"First","Aljaz Bedene",0.878048780487805
2013,"First","Jan Hajek",0.585365853658537
2013,"First","Luke Saville",0.760869565217391
2013,"First","Igor Sijsling",0.675
2013,"First","Robin Haase",0.622641509433962
2013,"First","Horacio Zeballos",0.585365853658537
2013,"First","Thomaz Bellucci",0.755555555555556
2013,"First","John-Patrick Smith",0.695652173913043
2013,"First","Benoit Paire",0.568181818181818
2013,"First","Tommy Haas",1.02857142857143
2013,"First","Dudi Sela",0.883720930232558
2013,"First","Albert Montanes",0.5
2013,"First","Steve Darcis",0.605263157894737
2013,"First","Ruben Ramirez-Hidalgo",0.543478260869565
2013,"First","Rhyne Williams",1
2013,"First","Grega Zemlja",0.707317073170732
2013,"First","Guillermo Garcia-Lopez",0.846153846153846
2013,"First","Josselin Ouanna",0.914285714285714
2013,"First","Sergiy Stakhovsky",0.675675675675676
2013,"First","Flavio Cipolla",0.711538461538462
2013,"First","Albert Ramos",1.02777777777778
2013,"First","Steve Johnson",0.722222222222222
2013,"First","Daniel Munoz-De La Nava",0.735294117647059
2013,"First","Bjorn Phau",0.765957446808511
2013,"First","Gilles Muller",0.694444444444444
2013,"First","Paul-Henri Mathieu",0.513513513513513
2013,"First","Ivo Karlovic",0.818181818181818
2013,"First","Paolo Lorenzi",0.885714285714286
2013,"First","John Millman",1.1025641025641
2013,"First","Adrian Ungur",0.707317073170732
2013,"First","Simone Bolelli",0.767441860465116
2013,"First","Santiago Giraldo",0.875
2013,"First","Viktor Troicki",0.902439024390244
2013,"First","Juan Monaco",0.689655172413793
2013,"First","Fabio Fognini",0.818181818181818
2013,"First","Ruben Bemelmans",1
2013,"First","Victor Hanescu",0.780487804878049
2013,"First","Grigor Dimitrov",0.568181818181818
2013,"First","Pablo Andujar",0.565217391304348
2013,"First","Lleyton Hewitt",0.75
2013,"First","Olivier Rochus",0.6
2013,"First","David Goffin",0.916666666666667
2013,"First","Mikhail Kukushkin",0.472727272727273
2013,"First","Arnau Brugues-Davi",0.538461538461538
2013,"First","Alex Jr. Bogomolov",0.878048780487805
2013,"First","Cedrik-Marcel Stebe",0.658536585365854
2013,"First","Maxime Authom",0.918918918918919
2013,"First","Lukasz Kubot",0.925
2013,"First","Michael Russell",0.727272727272727
2013,"First","Julian Reister",0.804347826086957
2004,"Final","Marat Safin",0.711111111111111
2004,"semi","Juan Carlos Ferrero",0.717948717948718
2004,"semi","Andre Agassi",0.941176470588235
2004,"quarter","Hicham Arazi",1.0625
2004,"quarter","David Nalbandian",0.970588235294118
2004,"quarter","Sebastien Grosjean",0.566037735849057
2004,"quarter","Andy Roddick",1.0625
2004,"Fourth","Mark Philippoussis",0.688888888888889
2004,"Fourth","Lleyton Hewitt",0.825
2004,"Fourth","Guillermo Canas",0.490196078431373
2004,"Fourth","Andrei Pavel",0.769230769230769
2004,"Fourth","Paradorn Srichaphan",0.634146341463415
2004,"Fourth","James Blake",0.945945945945946
2004,"Fourth","Sjeng Schalken",0.52
2004,"Fourth","Robby Ginepri",0.720930232558139
2004,"Third","Todd Reid",0.491803278688525
2004,"Third","Albert Costa",0.95
2004,"Third","Jiri Novak",0.975
2004,"Third","Tim Henman",1
2004,"Third","Wayne Ferreira",0.69047619047619
2004,"Third","Joachim Johansson",0.756756756756757
2004,"Third","Rafael Nadal",0.846153846153846
2004,"Third","Mario Ancic",0.681818181818182
2004,"Third","Olivier Patience",0.509090909090909
2004,"Third","Nicolas Escude",0.871794871794872
2004,"Third","Thomas Enqvist",0.611111111111111
2004,"Third","Todd Martin",1
2004,"Third","Gustavo Kuerten",0.7
2004,"Third","Jurgen Melzer",0.723404255319149
2004,"Third","Dominik Hrbaty",0.790697674418605
2004,"Third","Taylor Dent",0.5
2004,"Second","Cyril Saulnier",0.767441860465116
2004,"Second","Sargis Sargsian",1
2004,"Second","Alex Corretja",1.02564102564103
2004,"Second","Fabrice Santoro",0.780487804878049
2004,"Second","Thierry Ascione",0.760869565217391
2004,"Second","Jeff Morrison",0.642857142857143
2004,"Second","Radek Stepanek",0.58695652173913
2004,"Second","Wayne Arthurs",0.918918918918919
2005,"Final","Lleyton Hewitt",0.871794871794872
2005,"semi","Andy Roddick",0.833333333333333
2005,"semi","Roger Federer",1.12903225806452
2005,"quarter","David Nalbandian",0.974358974358974
2005,"quarter","Nikolay Davydenko",0.666666666666667
2005,"quarter","Andre Agassi",0.8
2005,"quarter","Dominik Hrbaty",0.571428571428571
2005,"Fourth","Guillermo Canas",0.868421052631579
2005,"Fourth","Guillermo Coria",0.88
2005,"Fourth","Philipp Kohlschreiber",0.628571428571429
2005,"Fourth","Rafael Nadal",0.947368421052632
2005,"Fourth","Joachim Johansson",0.866666666666667
2005,"Fourth","Thomas Johansson",0.565217391304348
2005,"Fourth","Olivier Rochus",0.684210526315789
2005,"Fourth","Marcos Baghdatis",0.534883720930233
2005,"Third","Fernando Gonzalez",0.772727272727273
2005,"Third","Juan Ignacio Chela",0.760869565217391
2005,"Third","Juan Carlos Ferrero",0.714285714285714
2005,"Third","Radek Stepanek",0.482758620689655
2005,"Third","Jurgen Melzer",0.456521739130435
2005,"Third","Jean-Rene Lisnard",0.652173913043478
2005,"Third","Bobby Reynolds",0.537037037037037
2005,"Third","Tim Henman",0.727272727272727
2005,"Third","Kevin Kim",0.627906976744186
2005,"Third","Jarkko Nieminen",0.672727272727273
2005,"Third","Gaston Gaudio",0.953488372093023
2005,"Third","Taylor Dent",0.64
2005,"Third","Feliciano Lopez",0.966666666666667
2005,"Third","Karol Beck",0.785714285714286
2005,"Third","Tommy Robredo",0.739130434782609
2005,"Third","Mario Ancic",0.888888888888889
2005,"Second","Fernando Verdasco",0.8
2005,"Second","Andrei Pavel",0.688888888888889
2005,"Second","Nicolas Massu",0.345679012345679
2005,"Second","Nathan Healey",0.65
2005,"Second","Sebastien Grosjean",0.978260869565217
2005,"Second","Gregory Carraz",0.685714285714286
2005,"Second","Santiago Ventura",0.702127659574468
2005,"Second","Jan Hernych",0.952380952380952
2005,"Second","Christophe Rochus",0.765957446808511
2005,"Second","Ricardo Mello",0.956521739130435
2005,"Second","Mariano Zabaleta",0.60377358490566
2005,"Second","Victor Hanescu",0.666666666666667
2005,"Second","Mikhail Youzhny",0.909090909090909
2005,"Second","Igor Andreev",0.522727272727273
2005,"Second","James Blake",0.767441860465116
2005,"Second","Greg Rusedski",0.395348837209302
2005,"Second","Peter Wessels",0.9375
2005,"Second","Tommy Haas",0.948717948717949
2005,"Second","Guillermo Garcia-Lopez",0.521739130434783
2005,"Second","Michal Tabara",0.75
2005,"Second","Sargis Sargsian",0.921052631578947
2005,"Second","Takao Suzuki",0.604651162790698
2005,"Second","Mardy Fish",0.926829268292683
2005,"Second","Bjorn Phau",0.520833333333333
2005,"Second","Agustin Calleri",0.888888888888889
2005,"Second","Janko Tipsarevic",0.727272727272727
2005,"Second","Rainer Schuettler",0.566037735849057
2005,"Second","Bohdan Ulihrach",0.520833333333333
2005,"Second","Gael Monfils",0.648148148148148
2005,"Second","Paradorn Srichaphan",0.707317073170732
2005,"Second","Tomas Zib",0.883720930232558
2005,"Second","Ivan Ljubicic",0.621621621621622
2005,"First","Melle van Gemerden",1
2005,"First","Nicolas Almagro",0.942857142857143
2005,"First","Kenneth Carlsen",0.645833333333333
2005,"First","David Ferrer",0.977272727272727
2005,"First","Filippo Volandri",0.82051282051282
2005,"First","Lars Burgsmuller",0.674418604651163
2005,"First","Jose Acasuso",1
2005,"First","Arnaud Clement",0.651162790697674
2005,"First","Alex Calatrava",1.06060606060606
2005,"First","Flavio Saretta",0.909090909090909
2005,"First","Julien Benneteau",0.508474576271186
2005,"First","Wayne Arthurs",0.588235294117647
2005,"First","Marc Kimmich",0.641025641025641
2005,"First","Oliver Marach",1
2005,"First","Jerome Haehnel",0.372093023255814
2005,"First","Jonas Bjorkman",0.902439024390244
2005,"First","Roko Karanusic",0.679245283018868
2005,"First","Alberto Martin",0.708333333333333
2005,"First","Gilles Muller",0.541666666666667
2005,"First","Raemon Sluiter",0.82
2005,"First","Irakli Labadze",0.382978723404255
2005,"First","Tomas Berdych",0.537037037037037
2005,"First","Cyril Saulnier",0.787234042553192
2005,"First","Michael Llodra",0.75
2005,"First","Felix Mantilla",0.531914893617021
2005,"First","Chris Guccione",0.697674418604651
2005,"First","Antony Dupuis",0.736842105263158
2005,"First","Paul-Henri Mathieu",0.904761904761905
2005,"First","Vince Spadea",1
2005,"First","Olivier Mutis",0.645833333333333
2005,"First","Florian Mayer",0.509090909090909
2005,"First","Albert Montanes",0.56
2005,"First","Robin Soderling",0.672727272727273
2005,"First","Jan-Michael Gambill",0.675675675675676
2005,"First","Jimmy Wang",0.862745098039216
2005,"First","Paul Baccanello",0.694444444444444
2005,"First","Peter Luczak",0.891891891891892
2005,"First","Nicolas Kiefer",0.906976744186046
2005,"First","David Sanchez-Munoz",0.95
2005,"First","Hyung-Taik Lee",0.878048780487805
2005,"First","Yen-Hsun Lu",0.45
2005,"First","Justin Gimelstob",0.738095238095238
2005,"First","Novak Djokovic",0.367647058823529
2005,"First","Ivo Karlovic",0.628571428571429
2005,"First","Olivier Patience",0.619047619047619
2005,"First","Robby Ginepri",1.05555555555556
2005,"First","Thomas Enqvist",0.851063829787234
2005,"First","Potito Starace",0.974358974358974
2005,"First","Max Mirnyi",1.09375
2005,"First","Florent Serra",0.787234042553192
2005,"First","Davide Sanguinetti",0.75
2005,"First","Daniele Bracciali",0.923076923076923
2005,"First","Oscar Hernandez",0.450980392156863
2005,"First","Scott Draper",0.755555555555556
2005,"First","Albert Costa",0.72
2005,"First","Luis Horna",0.404761904761905
2005,"First","Xavier Malisse",0.434782608695652
2005,"First","Juan Monaco",0.902439024390244
2005,"First","Fabrice Santoro",0.547169811320755
2005,"First","Federico Luzzi",0.772727272727273
2005,"First","Carlos Moya",0.897435897435897
2005,"First","Todd Reid",0.666666666666667
2005,"First","Sjeng Schalken",0.552631578947368
2005,"First","Dieter Kindlmann",0.509090909090909
2006,"Final","Marcos Baghdatis",0.826086956521739
2006,"semi","Nicolas Kiefer",0.666666666666667
2006,"semi","David Nalbandian",0.951219512195122
2006,"quarter","Nikolay Davydenko",0.944444444444444
2006,"quarter","Sebastien Grosjean",1.07317073170732
2006,"quarter","Fabrice Santoro",0.473684210526316
2006,"quarter","Ivan Ljubicic",0.857142857142857
2006,"Fourth","Juan Ignacio Chela",0.829268292682927
2006,"Fourth","Paul-Henri Mathieu",0.647058823529412
2006,"Fourth","Tommy Haas",0.846153846153846
2006,"Fourth","Dominik Hrbaty",0.909090909090909
2006,"Fourth","David Ferrer",0.846153846153846
2006,"Fourth","Thomas Johansson",0.634146341463415
2006,"Fourth","Andy Roddick",1.09090909090909
2006,"Fourth","Tommy Robredo",0.625
2006,"Third","Max Mirnyi",0.431818181818182
2006,"Third","Juan Carlos Ferrero",0.7
2006,"Third","Luis Horna",0.636363636363636
2006,"Third","Igor Andreev",1
2006,"Third","Kristof Vliegen",0.720930232558139
2006,"Third","Peter Luczak",0.771428571428571
2006,"Third","Guillermo Coria",0.846153846153846
2006,"Third","Nathan Healey",0.634146341463415
2006,"Third","Julien Benneteau",0.410714285714286
2006,"Third","Jarkko Nieminen",0.847826086956522
2006,"Third","Mario Ancic",0.770833333333333
2006,"Third","Gilles Simon",0.608695652173913
2006,"Third","Denis Gremelmayr",0.610169491525424
2006,"Third","James Blake",0.651162790697674
2006,"Third","Gaston Gaudio",1.02325581395349
2006,"Third","Feliciano Lopez",0.681818181818182
2006,"Second","Amer Delic",1
2006,"Second","Fernando Verdasco",0.953488372093023
2006,"Second","Lleyton Hewitt",0.8
2006,"Second","Raemon Sluiter",0.972972972972973
2006,"Second","Olivier Rochus",0.846153846153846
2006,"Second","Bjorn Phau",0.5
2006,"Second","Paul Goldstein",0.365384615384615
2006,"Second","Boris Pashanski",0.72
2006,"Second","Federico Luzzi",0.822222222222222
2006,"Second","Dick Norman",0.767441860465116
2006,"Second","Juan Monaco",0.739130434782609
2006,"Second","Davide Sanguinetti",0.888888888888889
2006,"Second","Alex Jr. Bogomolov",0.6
2006,"Second","Kevin Kim",0.702127659574468
2006,"Second","Janko Tipsarevic",0.772727272727273
2006,"Second","Florian Mayer",0.588235294117647
2006,"Second","Daniele Bracciali",0.803921568627451
2006,"Second","Robby Ginepri",1.07317073170732
2006,"Second","Lars Burgsmuller",0.612244897959184
2006,"Second","Philipp Kohlschreiber",0.73469387755102
2006,"Second","Tomas Berdych",0.775510204081633
2006,"Second","Xavier Malisse",0.972222222222222
2006,"Second","Wesley Moodie",0.611111111111111
2006,"Second","Jean-Christophe Faurel",0.765957446808511
2006,"Second","Stanislas Wawrinka",0.85
2006,"Second","Dmitry Tursunov",0.846153846153846
2006,"Second","Gilles Muller",0.825
2006,"Second","Jimmy Wang",0.612244897959184
2006,"Second","Jan Hernych",0.5
2006,"Second","Andrei Pavel",0.788461538461538
2006,"Second","Guillermo Garcia-Lopez",0.743589743589744
2006,"Second","Radek Stepanek",0.897435897435897
2006,"First","Hyung-Taik Lee",0.795918367346939
2006,"First","Oliver Marach",0.73469387755102
2006,"First","Filippo Volandri",0.481481481481481
2006,"First","Wayne Arthurs",0.756756756756757
2006,"First","Andreas Seppi",0.952380952380952
2006,"First","Potito Starace",1
2006,"First","Kenneth Carlsen",0.72972972972973
2006,"First","Denis Istomin",0.510204081632653
2006,"First","Christophe Rochus",0.666666666666667
2006,"First","Tomas Zib",0.566037735849057
2006,"First","Pavel Snobel",0.743589743589744
2006,"First","Novak Djokovic",0.847826086956522
2006,"First","Zack Fleishman",1.07692307692308
2006,"First","Gael Monfils",0.636363636363636
2006,"First","Richard Gasquet",0.738095238095238
2006,"First","Jean-Rene Lisnard",0.804347826086957
2006,"First","Ivo Minar",0.961538461538462
2006,"First","Jacob Adaktusson",0.630434782608696
2006,"First","Nicolas Almagro",0.804878048780488
2006,"First","Robin Vik",1.04545454545455
2006,"First","Mark Philippoussis",0.543478260869565
2006,"First","Thierry Ascione",0.8
2006,"First","Paradorn Srichaphan",0.73469387755102
2006,"First","Arnaud Clement",0.837209302325581
2006,"First","Juan-Antonio Marin",0.738095238095238
2006,"First","Michael Llodra",0.568181818181818
2006,"First","Andy Murray",0.688888888888889
2006,"First","Carlos Berlocq",0.955555555555556
2006,"First","Victor Hanescu",0.962264150943396
2006,"First","Fernando Gonzalez",1.075
2006,"First","Ivo Karlovic",0.878787878787879
2006,"First","Harel Levy",0.68
2006,"First","Rainer Schuettler",0.976744186046512
2006,"First","Razvan Sabau",0.53448275862069
2006,"First","Tomas Behrend",0.604651162790698
2006,"First","Yen-Hsun Lu",0.634615384615385
2006,"First","Agustin Calleri",0.902439024390244
2006,"First","Florent Serra",0.823529411764706
2006,"First","Vince Spadea",0.66
2006,"First","Alexander Waske",0.731707317073171
2006,"First","Jurgen Melzer",0.631578947368421
2006,"First","Fernando Vicente",0.923076923076923
2006,"First","Bjorn Rehnquist",0.538461538461538
2006,"First","Oscar Hernandez",0.885714285714286
2006,"First","Cyril Saulnier",0.651162790697674
2006,"First","Taylor Dent",0.842105263157895
2006,"First","Jiri Vanek",0.780487804878049
2006,"First","Danai Udomchoke",0.931818181818182
2006,"First","Bobby Reynolds",0.818181818181818
2006,"First","Tim Henman",0.91304347826087
2006,"First","Mariano Zabaleta",0.63265306122449
2006,"First","Jose Acasuso",0.926829268292683
2006,"First","Marcos Daniel",0.421052631578947
2006,"First","Lukas Dlouhy",0.58695652173913
2006,"First","Albert Montanes",0.775
2006,"First","Marc Kimmich",0.666666666666667
2006,"First","Jonas Bjorkman",0.641509433962264
2006,"First","Chris Guccione",0.71875
2006,"First","Carlos Moya",1
2006,"First","Mikhail Youzhny",0.826086956521739
2006,"First","Michael Lammer",0.64
2006,"First","Justin Gimelstob",0.652173913043478
2006,"First","Nicolas Massu",0.931818181818182
2007,"Final","Fernando Gonzalez",0.5
2007,"semi","Tommy Haas",0.431372549019608
2007,"semi","Andy Roddick",0.454545454545455
2007,"quarter","Nikolay Davydenko",0.925
2007,"quarter","Rafael Nadal",0.775
2007,"quarter","Tommy Robredo",0.702127659574468
2007,"quarter","Mardy Fish",0.425925925925926
2007,"Fourth","David Nalbandian",0.767441860465116
2007,"Fourth","Tomas Berdych",0.804878048780488
2007,"Fourth","James Blake",0.775
2007,"Fourth","Andy Murray",0.921052631578947
2007,"Fourth","Richard Gasquet",0.731707317073171
2007,"Fourth","David Ferrer",0.894736842105263
2007,"Fourth","Novak Djokovic",0.555555555555556
2007,"Fourth","Mario Ancic",0.967741935483871
2007,"Third","Florian Mayer",0.717391304347826
2007,"Third","Dmitry Tursunov",0.428571428571429
2007,"Third","Robby Ginepri",0.609756097560976
2007,"Third","Sebastien Grosjean",0.883720930232558
2007,"Third","Fabrice Santoro",0.674418604651163
2007,"Third","Stanislas Wawrinka",0.509433962264151
2007,"Third","Lleyton Hewitt",0.707317073170732
2007,"Third","Juan Ignacio Chela",0.755102040816326
2007,"Third","Danai Udomchoke",0.818181818181818
2007,"Third","Marat Safin",0.864864864864865
2007,"Third","Wayne Arthurs",0
2007,"Third","Radek Stepanek",0.886363636363636
2007,"Third","Dominik Hrbaty",0.571428571428571
2007,"Third","Gael Monfils",0.634146341463415
2007,"Third","Mikhail Youzhny",0.775
2007,"Third","Sam Querrey",0.657894736842105
2007,"Second","Ilija Bozoljac",0.439024390243902
2007,"Second","Olivier Rochus",0.9
2007,"Second","Frank Dancevic",0.947368421052632
2007,"Second","Arnaud Clement",0.595238095238095
2007,"Second","Jarkko Nieminen",0.871794871794872
2007,"Second","Philipp Kohlschreiber",0.822222222222222
2007,"Second","Mischa Zverev",0.772727272727273
2007,"Second","Max Mirnyi",0.761904761904762
2007,"Second","Gilles Muller",0.638297872340426
2007,"Second","Nicolas Lapentti",0.696969696969697
2007,"Second","Andreas Seppi",0.857142857142857
2007,"Second","Alex Kuznetsov",0.568627450980392
2007,"Second","Juan Martin Del Potro",0.864864864864865
2007,"Second","Fernando Verdasco",0.836734693877551
2007,"Second","Paul Capdeville",0.666666666666667
2007,"Second","Robert Smeets",0.702127659574468
2007,"Second","Lukas Dlouhy",1
2007,"Second","Marcos Baghdatis",0.925
2007,"Second","Feliciano Lopez",0.63265306122449
2007,"Second","Thomas Johansson",0.714285714285714
2007,"Second","Yen-Hsun Lu",0.8125
2007,"Second","Jurgen Melzer",0.642857142857143
2007,"Second","Nicolas Mahut",0.918918918918919
2007,"Second","Marc Gicquel",0.75
2007,"Second","Zack Fleishman",0.805555555555556
2007,"Second","Guillermo Garcia-Lopez",0.837209302325581
2007,"Second","Jonas Bjorkman",0.547169811320755
2007,"Second","Dudi Sela",0.952380952380952
2007,"Second","Vince Spadea",0.886363636363636
2007,"Second","Amer Delic",0.448979591836735
2007,"Second","Florent Serra",0.558139534883721
2007,"Second","Juan Carlos Ferrero",0.840909090909091
2007,"First","Peter Luczak",0.837837837837838
2007,"First","Carlos Moya",0.523809523809524
2007,"First","Chris Guccione",0.727272727272727
2007,"First","Alan Mackin",0.765957446808511
2007,"First","Christophe Rochus",0.2
2007,"First","Michael Berrer",0.875
2007,"First","Alberto Martin",0.359375
2007,"First","Evgeny Korolev",0.851851851851852
2007,"First","Lukas Lacko",0.717948717948718
2007,"First","Paul Goldstein",0.954545454545455
2007,"First","Bobby Reynolds",0.75
2007,"First","Kristof Vliegen",0.804878048780488
2007,"First","Robert Kendrick",0.634146341463415
2007,"First","Gaston Gaudio",0.6
2007,"First","Luis Horna",1.02857142857143
2007,"First","Albert Montanes",0.476190476190476
2007,"First","Paul-Henri Mathieu",1.2
2007,"First","Michael Russell",0.80952380952381
2007,"First","Victor Hanescu",0.682926829268293
2007,"First","Julien Benneteau",0.821428571428571
2007,"First","Robin Soderling",0.894736842105263
2007,"First","Potito Starace",0.780487804878049
2007,"First","Hyung-Taik Lee",0.451612903225806
2007,"First","Janko Tipsarevic",0.837209302325581
2007,"First","Alexander Waske",0.648648648648649
2007,"First","Igor Kunitsyn",0.68
2007,"First","Marin Cilic",0.456521739130435
2007,"First","Nicolas Almagro",0.837837837837838
2007,"First","Sergio Roitman",0.659574468085106
2007,"First","Kevin Kim",0.829787234042553
2007,"First","Alessio di Mauro",0.52
2007,"First","Xavier Malisse",0.871794871794872
2007,"First","Igor Andreev",0.666666666666667
2007,"First","Stefan Koubek",0.945945945945946
2007,"First","Olivier Patience",0.708333333333333
2007,"First","Juan Monaco",0.787234042553192
2007,"First","Marco Chiudinelli",0.948717948717949
2007,"First","Jiri Vanek",0.765957446808511
2007,"First","Benjamin Becker",0.903225806451613
2007,"First","Agustin Calleri",0.953488372093023
2007,"First","Martin Vassallo Arguello",0.784313725490196
2007,"First","Go Soeda",0.478260869565217
2007,"First","Brian Wilson",0.75
2007,"First","Ivo Karlovic",1.4
2007,"First","Simon Greul",0.782608695652174
2007,"First","Kristian Pless",0.866666666666667
2007,"First","Rainer Schuettler",0.863636363636364
2007,"First","Jo-Wilfried Tsonga",0.787878787878788
2007,"First","Bjorn Phau",0.625
2007,"First","Jan Hajek",0.25
2007,"First","Nicolas Massu",0.431034482758621
2007,"First","Alun Jones",0.74468085106383
2007,"First","Teimuraz Gabashvili",0.883720930232558
2007,"First","Ivan Ljubicic",1
2007,"First","Michael Llodra",0.326530612244898
2007,"First","Nicolas Devilder",0.790697674418605
2007,"First","Jose Acasuso",0.846153846153846
2007,"First","Daniele Bracciali",0.638888888888889
2007,"First","Gilles Simon",0.592592592592593
2007,"First","Paradorn Srichaphan",0.72
2007,"First","Joachim Johansson",0.95
2007,"First","Filippo Volandri",0.843137254901961
2007,"First","Ruben Ramirez-Hidalgo",0.530612244897959
2008,"Final","Jo-Wilfried Tsonga",0.805555555555556
2008,"semi","Roger Federer",0.871794871794872
2008,"semi","Rafael Nadal",0.543478260869565
2008,"quarter","David Ferrer",0.673469387755102
2008,"quarter","James Blake",0.731707317073171
2008,"quarter","Mikhail Youzhny",0.547619047619048
2008,"quarter","Jarkko Nieminen",0.755555555555556
2008,"Fourth","Tomas Berdych",0.722222222222222
2008,"Fourth","Juan Carlos Ferrero",0.804347826086957
